Unnamed: 0,supermarket,name,description,product_id,categoria,subcategoria
4646334,dia-es,DIA MARCELO CARAMELO golosinas lágrimas bolsa 250 gr,,3c0c65f37f21f462229fdc7a71e00d95,despensa,desayunos y dulces
4647622,dia-es,DIA CAFETERÍA café soluble descafeinado frasco 100 gr,,d91d9ce484a45674624ef315cbfa58f7,despensa,desayunos y dulces
4648888,dia-es,ASEVI ambientador white jasmine spray 400 ml,,72e5aac0d1fa06857003cd18c602cf6f,cuidado del hogar,ambientadores
4650128,dia-es,FINLANDIA vodka botella 70 cl,,625261d03b62e73bdb38afd11d789571,bodega,alcoholes
4650791,dia-es,"NESTLE Naturnes pera, manzana y plátano bio pouch 90 gr",,974377078f9083ec816f3c52fbd89afa,bebe,potitos y tarritos
4651112,dia-es,CHEETOS pelotazos bolsa 39 gr,,fca152aa920d15ff60435f3556ea881e,despensa,aperitivos
4651163,dia-es,SOLIS tomate frito frasco 2 x 460 gr,,054d99ec2687bcc9c7f851f1a113082f,despensa,salsas
4651164,dia-es,SOLIS tomate frito con aceite de oliva frasco 360 gr,,04a01dfdb859e03443dd83926ba74917,despensa,salsas
4651613,dia-es,DIA GRANJOY cereales de arroz inflado sabor chocolate caja 500 gr,,3200848001a03057a1e5506b3050def4,despensa,desayunos y dulces
4651732,dia-es,CABO DE PEÑAS calamares en salsa americana pack 3 latas 59 gr,,5069f959b11ace0718c8a848e1d3bece,despensa,conservas
4652109,dia-es,Manzana opal bandeja 580 gr,,387d9905ea378a1be0bf5e6eaaeee068,frescos,frutas
4656564,dia-es,JACK DANIELS whisky tennessee apple botella 70 cl,,98f34b3355c5382725698e8ee64c41bd,bodega,alcoholes
4656572,dia-es,GORZALKA pacharán botella 1 lt,,697be62044811c913b59d9f27d7380a5,bodega,licores
4656917,dia-es,"DIA RAMBLERS cerveza tostada 0,0% alcohol lata 33 cl",,2c986cf3e2772113590dbb1f144548ad,bebidas,cervezas
4660003,dia-es,NOCILLA crema de cacao noir vaso 180 gr,,6ab4860b0bf074f01500a3f69bf7b3f0,despensa,desayunos y dulces
4660775,dia-es,BUITONI Forno di pietra pizza 4 quesos caja 340 gr,,d502bf4b24454e05014f643ba3a1d62e,congelados,pizzas bases y masas
4660941,dia-es,AVENACAO cacao soluble con avena bote 300 gr,,d0cafebd8f68b64d026a8d80f0f33bf1,despensa,desayunos y dulces
4662245,dia-es,MAGGI saucy noodles teriyaki vaso 75 gr,,80c5c364d24d19cc4073ca46a1a147fc,despensa,cocina internacional
4662265,dia-es,ORLANDO ketchup bote 300 gr,,4b372ec0977fd070a4e14b551440770e,despensa,salsas
4662308,dia-es,DANI cayena frasco 15 gr,,97468c955360652a583b5b676333cec7,despensa,sal y especias
4663086,dia-es,DIA VEGECAMPO corazones de alcachofa frasco 330 gr,,b3d1bbf7d813e53cd3b2f2e2fa8c27c4,despensa,conservas
4663969,dia-es,HELLMAN´S salsa barbacoa bote 250 ml,,67a3f46aebbc05172a7682d64730f06b,despensa,salsas
4667901,dia-es,DIMAR lomos de bacalao sin piel envase 300 gr,,64c96f07c16f81045c45e335056a9790,congelados,pescado y marisco
4672155,dia-es,BRILLANTE quinoa vaso 2 x 125 gr,,16a36ac4ce0c02137a54484d5a6dd1c4,despensa,arroz y legumbres
4672285,dia-es,Champiñón Portobello bandeja 250 gr,,78e07c883426351dee6ec0c3631a588b,frescos,verduras y hortalizas
4677243,dia-es,DIA TEMPTATION chocolate negro 55% con avellanas tableta 200 gr,,c56744851e30d6a2ea487400e9874de8,despensa,desayunos y dulces
4677252,dia-es,DIA TEMPTATION chocolate con leche y almendras enteras tableta 200 gr,,a7238ba4b1bb89475ff40d14f543686e,despensa,desayunos y dulces
4677256,dia-es,DIA TEMPTATION chocolate con leche y avellanas enteras tableta 200 gr,,d1cb4c4851c1fe801d01a0b8dd565c26,despensa,desayunos y dulces
4685085,dia-es,DIA LA LLAMA pañuelos pocket blancos 3 capas paquete 10 uds,,40de0ca8dbc5fc127569ea4f1013e909,cuidado del hogar,papel
4692909,dia-es,BLANCO NUCLEAR blanqueador caja 120 gr,,3e2120cae6d1d8f8bdd97d8409e3c192,cuidado del hogar,cuidado de la ropa
4695814,dia-es,NOCILLA Duo crema de cacao tarro 620 gr,,5a28b32286e110502241ae3a5bb0973b,eco,despensa
4699395,dia-es,CAREFREE protege slips normal cotton fragancia fresca caja 40 + 4 uds,,4dce05b4448ea7cfd5ed26cc408e824b,peso,cuidado personal
4701113,dia-es,PELAYO rosquillas de azúcar bolsa 250 gr,,d3b228eaf7a81cf853a5fc9c1dc9f0b8,despensa,desayunos y dulces
4701608,dia-es,PRECOMAR pimientos del piquillo rellenos de carne frasco 225 gr,,0544330b2d4e4ef88bb1480dd48bc8a3,platos preparados,carne
4701888,dia-es,ROYAL gelatina de arándanos light caja 31 gr,,21c4907fe1970384b204a2a9fc494df6,desayunos y dulces,preparacion de postres
4702354,dia-es,HELLMANN'S salsa vegana frasco 280 ml,,00d2557886d6a6d80bd8718d99341404,despensa,salsas
4703001,dia-es,ANETO caldo natural de pollo envase 1 lt,,4d3bf2c81e8a3a46a5f48fae5c71fa20,despensa,sopas
4703978,dia-es,NESTLE papilla multicereales con plátano 0% azúcares añadidos caja 270 gr,,dd804c05e1131fb3f9142f52b77c32c5,bebe,papillas
4704161,dia-es,ASEVI quitagrasas desinfectante pistola 750 ml,,8232ed5d8365051b834fa7b0bddfc971,cuidado del hogar de limpieza,cocina
4704355,dia-es,BUITONI piccolinis 3 quesos caja 270 gr,,5252933b19d18b56408ac2c4765f43af,congelados,pizzas bases y masas
4708374,dia-es,ASEVI fregasuelos concentrado con perfume intenso botella 900 ml,,eb2a454b714d60ad076dc1cdf9ccce04,cuidado del hogar de limpieza,hogar
4709432,dia-es,ORLANDO tomate frito con ajo y hierbas frasco 495 gr,,8a4e4aa83a10dcc59357b9d0d8f8fffb,despensa,salsas
4709434,dia-es,ORLANDO tomate frito con cebolla caramelizada frasco 495 gr,,a9ff8dcfd1761be4288add83a96af77f,despensa,salsas
4709947,dia-es,GARDEN GOURMET porciones veganas a base de proteína de soja bandeja 160 gr,,356a4edca5d9f34e6b89c40a59419627,platos preparados,verduras
4709967,dia-es,PRECOMAR pimientos del piquillo rellenos de atún frasco 225 gr,,86e0913e487cd1c317d572dad78a8af7,platos preparados,pescado
4710318,dia-es,DIA AL DIANTE estrellas paquete 500 gr,,9a0a75f1e8cfa27d115b57b4b26441ab,despensa,pastas harinas y masas
4710606,dia-es,DIA NUESTRA ALACENA chorizo de León picante en lonchas envase 100 gr,,1ea249346d0383e5a0c1900e64378355,frescos,charcuteria y quesos
4712033,dia-es,Fresón bandeja 500 gr,,c81bb5e41aa828878a23dc73ff8964d0,frescos,frutas
4713271,dia-es,"NESTLE Naturnes pera, manzana y plátano bio pack 4 x 90 gr",,5f056d99dd0fcc88bebca1b6c3d9614d,bebe,potitos y tarritos
4715534,dia-es,DANTZA cardo ecológico frasco 425 gr,,f40ed9cb1c1399b372103003370adc94,despensa,conservas
4715552,dia-es,DANTZA pimiento de piquillo entero eco frasco 195 gr,,4a8f90df59351f755d85a39b6d327eb6,despensa,conservas
4718090,dia-es,DIA GASEOSA cero botella 1.5 lt,,72628cf2d4e627b03046f48d912b2203,bebidas,refrescos
4719910,dia-es,BREF block wc azul poder activo blíster 1 ud,,996ea9cbdd9cb26c3ef8628a831e7dfd,cuidado del hogar de limpieza,bano
4732054,dia-es,DIA SUPER PACO gel limpiador wc lejía perfumada botella 1 lt,,a562930524d210fe30132f09e1b808c9,cuidado del hogar de limpieza,bano
4735976,dia-es,GOURMET Gold alimento para gatos tartalette caja 8 x 85 gr,,3499e5aa00abc2d3e88ba178c8032677,mascotas,gatos
4737845,dia-es,Tomate rosa de la reina unidad (peso aprox. 900 gr),,46ccb794128be5008fea5c4c1e1ee945,frescos,verduras y hortalizas
4738152,dia-es,DIA SNACK MANIAC patatas fritas onduladas sabor jamón bolsa 170 gr,,987681a3eb2c8b5643dd89c5616c310f,despensa,aperitivos
4738179,dia-es,DIA SNACK MANIAC patatas fritas campesinas bolsa 170 gr,,f54e0781493e3422e2df156ec9c7c47b,despensa,aperitivos
4738182,dia-es,MATUTANO drakis pandilla bolsa 75 gr,,06f55170c1c7f68305192218ddb1dd93,despensa,aperitivos
4738651,dia-es,DIA agua mineral natural botella 50 cl,,34d7b9f9d64d3579ed800d5b7f2db8c6,bebidas,aguas
4741041,dia-es,DIA SUPER PACO gel limpiador wc verde marino botella 1 lt,,8d1c0eef14f7ffa3bfdfd0b15b683d6a,cuidado del hogar de limpieza,bano
4741698,dia-es,CHEETOS pandilla bolsa 25 gr,,f3cc5e45ecfa2dd536cb53cfac3930d4,despensa,aperitivos
4742384,dia-es,DIA VEGECAMPO ensalada de atún tarrina 235 gr,,454608fc6726268c4c2aab7f16898df5,platos preparados,ensaladas
4743439,dia-es,DIA SUPER PACO guantes flocados talla M bolsa 1 par,,550a129bfbe8cf591727b1b32759b3a7,cuidado del hogar,utensilios de limpieza
4743807,dia-es,DIA VITAL batido dietético de chocolate caja 8 batidos,,7876e76da4e124d2d987e24624ce3b2d,despensa,dieteticos
4744298,dia-es,LEVANOVA levadura fresca 2 uds de 25 gr,,f8327c70fc699717971df67b64f615f4,despensa,pastas harinas y masas
4744812,dia-es,LOPEZ DE HARO vino tinto crianza DO Rioja botella 75 cl,,848242b33a2681cf18f66cf5f0852ec5,bodega,vino
4750814,dia-es,LA MASIA aceite de oliva intenso botella 1lt,,a6390c3a3c9c446a8dbe1aa54e0db40c,despensa,aceites vinagres y alinos
4753149,dia-es,EXPLANADA aceituna rellena de anchoa lata 150 gr,,108bdf56903d4f69455177af12293e6e,despensa,aperitivos
4753166,dia-es,DIA NATURMUNDO almendra natural con piel bolsa 200 gr,,554c3e189b4729575f39577503d9cba1,despensa,aperitivos
4753625,dia-es,DIA salsa 4 quesos bolsa 140 gr,,d00514dd3628e56ebafc77010bdb000c,despensa,salsas
4754393,dia-es,DIA LA LLAMA pañuelos faciales caja 150 uds,,51178252e03d0b5d99b929626121c50f,cuidado del hogar,papel
4758934,dia-es,DIA SUPER PACO gel limpiador wc azul marino botella 1 lt,,1d7f38242e93ee6277d4d64e17afc426,cuidado del hogar de limpieza,bano
4767991,dia-es,CABREIROA agua mineral natural botella 1.5 lt,,e6ba0481c192803356b3e07cd24474c6,bebidas,aguas
